trip_distance,rate_code,fare_amount,extra,service_tax,tip_amount,tolls_amount,imp_surcharge,Peak Hour Charges,total_amount,total_amount with night charges,City_location_id,dropoff_location_id,year,month,day,day_of_week,hour_of_day,trip_duration,model,passenger_count,City_longitude,Delhi_latitude,dropoff_longitude,dropoff_latitude,Pickup_city,Pickup_State,Time_Category
10.9,6,2829,22,153,688.8,84.34,22.31,1,3799,3799,138,100,2023,2,14,Tuesday,12:19 PM,252,AUTO,1,-74.000763,40.729744,-73.974662,40.749159,Thane,Maharashtra,AfterNoon
7.71,4,1927,12,105,6153.538,299.98,51.84,3.3,8549,28211.7,162,33,2019,11,6,Monday,1:44 AM,210,AUTO,1,-73.993013,40.729748,-74.003696,40.737039,Bhopal,Madhya Pradesh,Late_Night
6.3,9,1886,40,66,389.5,150.2,34.76,0.8,2566,2052.8,163,88,2022,4,16,Sunday,6:06 AM,130,AUTO,1,-73.98103,40.729782,-73.993011,40.752803,Pimpri-Chinchwad,Maharashtra,Morning
14.7,9,3690,38,118,844.6,26.03,71.43,3.3,4788,15800.4,138,87,2020,9,13,Wednesday,12:13 AM,163,SUV,2,-73.989422,40.730202,-73.833507,40.672917,Patna,Bihar,Late_Night
10.97,1,2706,33,143,997.94,382.56,77.76,2.5,4340,10850,234,138,2019,2,27,Monday,11:02 PM,22,MINI,1,-73.998047,40.730339,-73.975384,40.763472,Bilaspur,Chhattisgarh,Night
5.3,7,1927,47,125,398.52,388.82,9.61,2.5,2896,7240,43,148,2023,6,3,Saturday,8:36 PM,278,AUTO,1,-73.992583,40.730417,-74.005352,40.740247,Ludhiana,Punjab,Night
7.62,9,2132,48,136,439.52,29.72,13.12,0.8,2798,2238.4,13,163,2019,2,6,Monday,10:38 AM,211,AUTO,3,-73.990815,40.730495,-73.978337,40.751085,agra,Uttar Pradesh,Morning
9.4,6,2214,8,123,5853.56,349.03,89.83,2.5,8637,21592.5,145,116,2019,3,18,Saturday,8:15 PM,105,AUTO,1,-73.9889679,40.73056412,-73.99422455,40.74534225,Madurai,Tamil Nadu,Night
0.18,9,246,7,59,53,261.49,91.72,3.3,718,2369.4,107,107,2021,4,17,Monday,1:58 AM,17,AUTO,1,-73.992488,40.730615,-74.001482,40.717792,Jamshedpur,Jharkhand,Late_Night
9.48,7,2665,18,99,656.82,343.3,10.26,3.3,3792,12513.6,138,234,2018,7,27,Thrusday,4:28 AM,34,AUTO,1,-73.978135,40.73074,-73.977188,40.752542,Prayagraj,Uttar Pradesh,Late_Night
7.17,2,2009,45,79,414.92,36.6,5.75,2.5,2590,6475,234,40,2023,7,28,Friday,8:18 PM,206,AUTO,1,-74.00163,40.730767,-73.997112,40.737533,Nasik,Maharashtra,Night
11.35,9,2706,12,114,562.52,254.85,32.84,1,3682,3682,48,95,2019,2,27,Monday,12:29 PM,170,AUTO,1,-73.98385,40.730838,-73.99202,40.729847,Faridabad,Haryana,AfterNoon
9.1,8,2419,4,43,651.538,233.34,55.89,0.8,3407,2725.6,138,164,2020,9,25,Monday,5:35 AM,234,AUTO,1,-74.000957,40.730845,-73.991133,40.750415,Meerut,Uttar Pradesh,Morning
15.7,7,3608,15,48,738,0.1,35.25,3.3,4444,14665.2,132,145,2021,6,25,Sunday,1:41 AM,98,AUTO,1,-73.989322,40.730932,-73.967915,40.756418,Jabalpur,Madhya Pradesh,Late_Night
0.03,7,205,50,92,53,249.08,11.36,2,660,1320,231,231,2022,12,21,Thrusday,6:32 PM,24,AUTO,1,-74.001135,40.730979,-73.984424,40.76463,Kalyan,Maharashtra,Evening
7.7,4,2009,19,115,2535,74.73,33.18,3.3,4786,15793.8,13,263,2023,9,14,Thrusday,12:21 AM,221,AUTO,1,-74.001495,40.730993,-73.993984,40.741507,Vasai-Virar,Maharashtra,Late_Night
8.5,2,2050,0,119,422.3,175.73,46.43,1,2813,2813,138,170,2020,8,19,Saturday,2:06 PM,57,AUTO,1,-73.990387,40.73118,-74.0021,40.70805,Najafgarh,Delhi,AfterNoon
2.85,2,1804,27,98,373.92,187.24,92.4,3.3,2583,8523.9,186,229,2019,11,6,Monday,4:03 AM,144,MINI,1,-74.006662,40.73121,-73.92594,40.825588,Varanasi,Uttar Pradesh,Late_Night
0.16,9,246,10,62,53,32.96,8.37,2.5,412,1030,186,164,2018,8,22,Tuesday,8:14 PM,203,MINI,2,-73.982525,40.731297,-73.956485,40.802977,Srinagar,Jammu and Kashmir,Night
12.5,5,3198,39,79,824.1,49.75,98.27,2.5,4288,10720,132,189,2021,10,27,Friday,11:35 PM,46,MINI,1,-74.003156,40.731486,-73.977821,40.79138,Aurangabad,Maharashtra,Night
0.27,3,246,5,143,53,279.59,98.81,3.3,825,2722.5,48,48,2020,3,21,Tuesday,12:51 AM,81,AUTO,3,-74.0010376,40.73149872,-73.99028778,40.72655869,Dhanbad,Jharkhand,Late_Night
10.58,2,2501,50,156,529.72,293.51,85.17,1,3615,3615,138,33,2019,9,25,Monday,12:58 PM,184,MINI,1,-74.000964,40.73163,-73.972892,40.758233,Amritsar,Punjab,AfterNoon
6.2,7,1763,39,79,53,204.67,32.97,3.3,2172,7167.6,262,211,2019,7,7,Friday,4:23 AM,139,AUTO,1,-73.982399,40.731667,-73.997037,40.737488,Aligarh,Uttar Pradesh,Late_Night
0.2,8,4838,48,128,53,134.86,16.81,0.8,5219,4175.2,164,164,2018,11,8,Wednesday,6:56 AM,50,AUTO,1,-74.003985,40.731677,-73.999765,40.723512,Guwahati,Assam,Morning
9.5,3,2829,12,68,328,374.5,51.48,2,3663,7326,138,148,2023,6,26,Monday,6:53 PM,45,MINI,1,-73.9952,40.731697,-73.94977,40.780347,Haora,West Bengal,Evening
11.37,5,2706,34,125,8153.98,355.97,8.56,0.8,11384,9107.2,230,138,2018,4,26,Wednesday,5:51 AM,257,AUTO,1,-73.994767,40.731799,-73.986516,40.742846,Ranchi,Jharkhand,Morning
9.7,10,2624,10,74,53,92.6,50.14,2,2904,5808,138,234,2018,2,17,Friday,5:14 PM,294,AUTO,1,-73.982229,40.731822,-73.980239,40.760162,Gwalior,Madhya Pradesh,Evening
6.25,7,2624,10,132,546.12,179.57,41.29,2.5,3533,8832.5,246,41,2022,10,28,Saturday,10:53 PM,70,AUTO,1,-74.00096,40.731835,-73.974342,40.751058,Delhi,Delhi,Night
10.98,2,2624,22,78,6453.42,348.71,64.23,3.3,9590,31647,138,162,2021,6,25,Sunday,12:41 AM,226,MINI,1,-73.991753,40.731875,-73.967462,40.760708,Mumbai,Maharashtra,Late_Night
5.62,9,1927,48,72,4536.72,82.23,67.96,2.5,6734,16835,238,79,2020,8,17,Thrusday,9:06 PM,176,AUTO,6,-73.99171,40.731902,-73.97907,40.745213,Kolkata,West Bengal,Night
3.55,7,2009,25,85,414.92,159.75,14.83,3.3,2709,8939.7,140,68,2018,11,28,Tuesday,2:10 AM,227,AUTO,1,-73.99438,40.732091,-73.965533,40.754566,Bangalore,Karnataka,Late_Night
6.31,6,1927,0,139,398.52,330.11,68.47,0.8,2863,2290.4,142,261,2019,11,7,Tuesday,5:55 AM,280,MINI,1,-73.988568,40.732097,-73.957498,40.742657,Chennai,Tamil Nadu,Morning
9.1,9,2132,23,82,676.5,347.21,89.07,0.8,3350,2680,138,234,2018,2,25,Saturday,7:08 AM,53,AUTO,4,-74.00767,40.732177,-73.974663,40.758932,Hyderabad,Telangana,Morning
9.5,5,2296,44,127,728.98,191.41,2.11,0.8,3390,2712,162,138,2020,6,15,Thrusday,10:28 AM,36,AUTO,1,-73.984695,40.732178,-73.978966,40.725724,Pune,Maharashtra,Morning
11.3,2,2788,27,103,664.2,354.48,75.18,0.8,4012,3209.6,163,138,2020,2,26,Sunday,6:45 AM,229,AUTO,3,-73.98793,40.732222,-73.99051,40.745937,Ahmedabad,Gujarat,Morning
7.01,7,1845,33,45,3953.32,39.94,94.18,2.5,6010,15025,263,87,2018,6,24,Saturday,9:42 PM,257,AUTO,2,-74.000607,40.732278,-73.991617,40.73513,Surat,Gujarat,Night
8.63,5,2091,5,123,492,338.6,50.49,2.5,3100,7750,237,138,2022,4,15,Saturday,8:25 PM,78,MINI,1,-74.001837,40.732437,-73.957734,40.769518,Lucknow,Uttar Pradesh,Night
8.88,4,2583,2,81,624.532,215.79,34.29,1,3541,3541,138,263,2023,3,27,Monday,2:41 PM,205,AUTO,1,-74.007443,40.732547,-73.991112,40.742312,Jaipur,Rajasthan,AfterNoon
11.3,9,3485,44,91,7539.3,208.09,47.61,2.5,11415,28537.5,138,211,2020,4,14,Friday,8:09 PM,59,AUTO,1,-73.996068,40.732605,-73.980675,40.761862,Kanpur,Uttar Pradesh,Night
4.57,2,1927,0,123,414.92,120.86,80.39,1,2666,2666,137,74,2023,9,21,Thrusday,2:09 PM,156,AUTO,2,-73.981598,40.73275,-73.952745,40.766593,Mirzapur,Uttar Pradesh,AfterNoon
5.27,3,1927,0,87,4536.72,352.2,3.78,2.5,6907,17267.5,234,181,2019,5,5,Friday,8:11 PM,171,AUTO,1,-74.003192,40.732796,-73.999881,40.719227,Nagpur,Maharashtra,Night
7.32,3,2460,26,87,631.4,242.6,61.27,2.5,3508,8770,138,112,2020,3,27,Monday,10:56 PM,143,AUTO,1,-73.99110413,40.73293304,-74.00982666,40.71999741,Ghaziabad,Uttar Pradesh,Night
13,9,3362,38,65,533,66.42,60.51,0.8,4125,3300,87,138,2019,11,18,Saturday,7:58 AM,217,AUTO,1,-73.993822,40.732997,-73.9847,40.742632,Supaul,Bihar,Morning
0.08,8,6970,39,143,4.1,131.41,51.17,3.3,7339,24218.7,264,264,2018,11,30,Thrusday,4:22 AM,269,AUTO,2,-74.006277,40.73306,-73.977088,40.771765,Vadodara,Gujarat,Late_Night
10.8,9,2542,38,118,859.36,122.49,5.33,0.8,3685,2948,48,200,2019,12,8,Friday,6:11 AM,40,AUTO,2,-73.990953,40.733067,-73.996235,40.72557,Rajkot,Gujarat,Morning
11.17,9,3198,21,98,763.42,391.61,95.63,3.3,4568,15074.4,138,162,2022,10,17,Tuesday,12:43 AM,262,MINI,1,-73.999909,40.733099,-73.983231,40.696821,Vishakhapatnam,Andhra Pradesh,Late_Night
6.7,8,2009,17,119,53,35.94,47.46,3.3,2281,7527.3,148,40,2020,1,20,Friday,1:41 AM,232,AUTO,1,-74.00344849,40.73310089,-74.00800323,40.70721436,Indore,Madhya Pradesh,Late_Night
7.4,8,1927,29,121,53,168.66,61.04,3.3,2360,7788,63,39,2021,1,20,Friday,3:08 AM,136,MINI,1,-74.004128,40.733121,-73.966117,40.677112,Thane,Maharashtra,Late_Night
6.67,4,2337,16,99,488.72,340.73,14.21,0.8,3296,2636.8,186,62,2019,8,9,Wednesday,11:28 AM,136,AUTO,1,-73.98713,40.733143,-73.991567,40.758092,Bhopal,Madhya Pradesh,Morning
9.99,4,2542,49,143,662.56,145.59,20.41,2,3563,7126,97,263,2023,3,6,Monday,4:17 PM,178,AUTO,5,-74.006055,40.733166,-74.002895,40.74553,Pimpri-Chinchwad,Maharashtra,Evening
22.03,10,5494,34,47,53,152.42,57.87,2.5,5838,14595,132,94,2018,7,7,Friday,11:37 PM,164,MINI,1,-73.996737,40.733167,-74.00071,40.761855,Patna,Bihar,Night
9.91,5,3075,49,97,53,109.87,59.61,3.3,3443,11361.9,161,181,2022,7,30,Sunday,12:19 AM,87,SEDAN,2,-74.005771,40.733176,-73.863328,40.82152,Bilaspur,Chhattisgarh,Late_Night
4.73,9,1845,25,59,487.9,95.47,94.34,0.8,2607,2085.6,148,48,2019,4,4,Tuesday,7:07 AM,169,AUTO,2,-73.999733,40.73322,-73.985659,40.759156,Ludhiana,Punjab,Morning
8.94,2,2829,36,83,328,396.13,52.74,0.8,3725,2980,138,48,2020,8,30,Wednesday,11:55 AM,168,AUTO,4,-73.995414,40.733265,-73.991471,40.727619,agra,Uttar Pradesh,Morning
8.91,2,2091,38,156,393.6,244.89,31.5,0.8,2955,2364,138,140,2018,4,6,Thrusday,6:56 AM,133,AUTO,1,-74.002499,40.733322,-73.966174,40.765409,Madurai,Tamil Nadu,Morning
9,7,2214,5,122,697,193.15,96.86,3.3,3328,10982.4,138,90,2018,10,16,Monday,4:44 AM,113,AUTO,1,-73.991003,40.733332,-73.986998,40.747792,Jamshedpur,Jharkhand,Late_Night
11.7,1,3116,28,84,7353.62,176.77,85.84,0.8,10844,8675.2,138,170,2020,2,27,Monday,6:20 AM,187,AUTO,1,-73.98974,40.733347,-73.987527,40.733556,Prayagraj,Uttar Pradesh,Morning
7.2,1,1968,33,140,423.12,227,28.35,0.8,2819,2255.2,140,13,2023,8,9,Wednesday,10:55 AM,166,AUTO,1,-73.987127,40.733377,-73.981355,40.74125,Nasik,Maharashtra,Morning
9,5,2337,16,107,2535,337.14,47.2,3.3,5379,17750.7,263,231,2019,6,5,Monday,2:58 AM,203,AUTO,1,-74.002982,40.733471,-73.980818,40.764137,Faridabad,Haryana,Late_Night
6.85,2,1968,6,141,5538.4,366.82,1.31,2,8022,16044,13,162,2023,3,17,Friday,4:33 PM,56,AUTO,1,-73.999728,40.733533,-73.984657,40.755913,Meerut,Uttar Pradesh,Evening
11.28,5,2788,32,88,665.532,72.01,67.83,3.3,3713,12252.9,230,138,2023,10,28,Saturday,4:39 AM,211,SUV,1,-74.007816,40.733536,-73.986556,40.74004,Jabalpur,Madhya Pradesh,Late_Night
11.7,9,2829,0,158,6353.58,330.77,60.15,3.3,9732,32115.6,161,200,2022,3,27,Monday,2:51 AM,116,MINI,4,-74.00324,40.733577,-73.94855,40.723342,Kalyan,Maharashtra,Late_Night
12.12,2,3198,40,139,53,334.83,69.14,3.3,3834,12652.2,138,48,2021,5,17,Wednesday,4:19 AM,44,MINI,5,-73.98755646,40.7336731,-73.95068359,40.82306671,Vasai-Virar,Maharashtra,Late_Night
11.83,1,3321,25,120,788.532,108.4,56.52,3.3,4419,14582.7,138,230,2023,3,28,Tuesday,4:32 AM,52,AUTO,1,-74.002843,40.733692,-73.987882,40.72859,Najafgarh,Delhi,Late_Night
6.73,6,1968,31,111,4536.72,379.39,68.16,2,7094,14188,48,42,2023,4,16,Sunday,7:38 PM,70,MINI,1,-73.977208,40.733786,-73.978238,40.686617,Varanasi,Uttar Pradesh,Evening
10.5,2,2706,40,96,8153.98,352.86,36.25,0.8,11385,9108,138,142,2018,2,6,Monday,8:04 AM,55,AUTO,2,-73.980658,40.733873,-73.99154,40.758138,Srinagar,Jammu and Kashmir,Morning
9.8,9,3075,34,131,738,300.21,28.49,0.8,4307,3445.6,230,138,2023,2,23,Thrusday,9:34 AM,123,AUTO,1,-73.990963,40.733977,-74.00543,40.739965,Aurangabad,Maharashtra,Morning
12.18,3,3362,7,114,53,263.31,84.57,0.8,3884,3107.2,164,14,2023,2,8,Wednesday,6:11 AM,216,AUTO,1,-74.002667,40.734013,-73.988277,40.72334,Dhanbad,Jharkhand,Morning
13.5,3,3485,28,91,717.5,301.48,92.32,1,4715,4715,186,11,2022,10,4,Wednesday,12:42 PM,245,AUTO,1,-73.988883,40.73405,-73.992385,40.724842,Amritsar,Punjab,AfterNoon
12.12,1,3854,24,157,894.62,321.36,66.25,2,5317,10634,138,164,2021,6,14,Wednesday,7:36 PM,219,AUTO,6,-73.989863,40.734053,-73.979853,40.744464,Aligarh,Uttar Pradesh,Evening
8.52,4,2624,25,95,473.96,340.53,78.38,0.8,3637,2909.6,138,186,2018,12,10,Sunday,6:17 AM,86,AUTO,1,-73.986492,40.734067,-73.988017,40.752412,Guwahati,Assam,Morning
7.03,3,1968,26,83,53,160.47,72.59,2.5,2363,5907.5,100,157,2021,6,28,Wednesday,8:17 PM,141,AUTO,1,-73.978085,40.734196,-73.997126,40.733301,Haora,West Bengal,Night
12.5,3,3116,6,92,643.7,151.18,3.99,1,4013,4013,132,49,2021,4,3,Monday,2:23 PM,295,MINI,2,-73.983491,40.734315,-73.956837,40.7042,Ranchi,Jharkhand,AfterNoon
35.6,8,9676,4,44,2341.1,262.34,70.51,2.5,12398,30995,132,1,2018,3,28,Tuesday,9:16 PM,58,AUTO,2,-73.98629761,40.73448944,-73.97485352,40.75004959,Gwalior,Madhya Pradesh,Night
14.3,4,5371,31,43,1275.1,163.4,58.79,1,6942,6942,261,1,2018,10,12,Thrusday,12:45 PM,187,SUV,1,-73.998881,40.734511,-73.971341,40.760929,Delhi,Delhi,AfterNoon
7.94,10,2091,14,80,439.52,316.3,94.17,2,3035,6070,138,237,2023,2,24,Friday,6:43 PM,204,AUTO,3,-73.9801,40.734606,-73.9801,40.734606,Mumbai,Maharashtra,Evening
9.5,9,2419,19,120,492,216.45,68.32,2.5,3335,8337.5,138,116,2018,2,6,Monday,9:55 PM,198,AUTO,1,-73.992275,40.734648,-74.003982,40.747582,Kolkata,West Bengal,Night
8.1,6,2091,31,83,549.4,56.78,87.78,1,2899,2899,229,40,2018,2,26,Sunday,1:16 PM,97,AUTO,1,-73.983249,40.734655,-73.991278,40.738918,Bangalore,Karnataka,AfterNoon
9.62,7,2296,20,131,4853.52,61.79,20.36,2.5,7383,18457.5,79,138,2022,2,8,Wednesday,8:27 PM,108,AUTO,1,-74.007085,40.734692,-73.99005,40.739172,Chennai,Tamil Nadu,Night
9.82,5,2378,29,77,583.532,292.08,77.22,0.8,3437,2749.6,161,138,2020,11,29,Wednesday,10:06 AM,292,AUTO,1,-74.002097,40.734732,-73.972335,40.756477,Hyderabad,Telangana,Morning
9.83,5,2337,10,50,728.98,177.25,7.79,0.8,3311,2648.8,162,95,2020,8,20,Sunday,11:03 AM,120,AUTO,5,-73.988137,40.73474,-73.983568,40.74645,Pune,Maharashtra,Morning
9.77,5,2460,44,52,5535.12,96.1,76.98,2.5,8264,20660,79,138,2023,12,21,Thrusday,9:13 PM,160,AUTO,1,-74.001972,40.734998,-73.981498,40.743742,Ahmedabad,Gujarat,Night
10.97,7,2952,18,63,451,180.01,84.84,0.8,3749,2999.2,90,138,2020,3,8,Wednesday,6:17 AM,129,AUTO,1,-74.008646,40.735048,-74.006229,40.725949,Surat,Gujarat,Morning
7.6,4,2542,29,142,53,25.05,91.39,1,2882,2882,132,203,2022,11,9,Thrusday,2:15 PM,143,AUTO,1,-73.994128,40.735087,-73.986393,40.751461,Lucknow,Uttar Pradesh,AfterNoon
5.2,7,2050,42,147,4353.5,326.46,46.67,2.5,6966,17415,79,181,2021,3,3,Friday,10:05 PM,75,AUTO,1,-73.993962,40.735152,-74.00358,40.732207,Jaipur,Rajasthan,Night
18.9,3,4551,24,45,922.5,395.2,36.9,1,5975,5975,132,25,2021,1,6,Friday,3:13 PM,162,AUTO,1,-73.991797,40.735262,-73.975915,40.748697,Kanpur,Uttar Pradesh,AfterNoon
13.3,1,3239,5,65,492,359.87,93.06,0.8,4254,3403.2,138,79,2019,6,5,Monday,8:29 AM,254,AUTO,1,-74.005278,40.735298,-73.986698,40.729892,Mirzapur,Uttar Pradesh,Morning
15.4,8,4059,38,120,824.1,140.83,47.76,3.3,5230,17259,132,66,2018,1,19,Thrusday,4:27 AM,82,AUTO,1,-74.005991,40.735314,-73.998334,40.745446,Nagpur,Maharashtra,Late_Night
22.63,7,4961,45,61,15253.28,59.69,75.62,0.8,20456,16364.8,132,40,2019,12,11,Monday,11:58 AM,163,AUTO,4,-73.994313,40.735362,-73.997212,40.73681,Ghaziabad,Uttar Pradesh,Morning
5.1,5,2255,11,142,479.7,212.49,70.25,2.5,3170,7925,236,114,2019,2,7,Tuesday,8:20 PM,134,AUTO,1,-73.998418,40.735472,-74.01432,40.713072,Supaul,Bihar,Night
20,5,4961,35,62,153535.32,203.86,98.2,3.3,158895,524353.5,132,79,2019,3,18,Saturday,1:51 AM,69,MINI,1,-73.989695,40.735492,-73.97828,40.754775,Vadodara,Gujarat,Late_Night
14.66,8,3444,7,78,796.22,351.27,48.95,0.8,4725,3780,138,261,2021,3,18,Saturday,6:21 AM,276,AUTO,1,-73.989692,40.735497,-73.982012,40.739392,Rajkot,Gujarat,Morning
11.4,2,3075,23,53,722.42,375.24,32.49,0.8,4281,3424.8,138,230,2023,1,19,Thrusday,6:39 AM,28,AUTO,5,-73.99876,40.73555,-73.985808,40.753593,Vishakhapatnam,Andhra Pradesh,Morning
7.25,5,1886,25,133,3953.32,102.17,31.92,2.5,6131,15327.5,13,140,2022,10,4,Wednesday,9:42 PM,220,AUTO,1,-74.005867,40.73594666,-73.98983765,40.74843597,Indore,Madhya Pradesh,Night
11.18,4,2706,48,45,656.82,245.18,25.08,0.8,3726,2980.8,138,161,2019,1,17,Tuesday,5:30 AM,82,MINI,1,-73.987118,40.73596,-73.95641,40.780902,Thane,Maharashtra,Morning
8.13,8,2296,40,119,287,307.99,9.42,2.5,3059,7647.5,234,181,2020,10,5,Thrusday,9:08 PM,234,AUTO,1,-74.005771,40.736004,-73.989396,40.718013,Bhopal,Madhya Pradesh,Night
8.6,2,2214,17,79,565.8,192.42,1.22,2,3069,6138,138,263,2022,1,18,Wednesday,5:06 PM,101,AUTO,3,-73.98543,40.736011,-73.982501,40.724802,Pimpri-Chinchwad,Maharashtra,Evening
10.7,4,2624,26,106,53,230.35,13.76,2,3053,6106,246,241,2019,1,30,Monday,7:45 PM,26,AUTO,1,-73.987611,40.736065,-74.006088,40.723649,Patna,Bihar,Evening
7.6,9,1927,39,67,5531.532,357.72,92.47,1,8015,8015,262,138,2023,5,4,Thrusday,2:19 PM,237,AUTO,3,-73.997519,40.73614,-74.007986,40.736214,Bilaspur,Chhattisgarh,AfterNoon
21.1,4,4879,25,96,818.36,313.55,47.66,1,6180,6180,247,222,2020,6,15,Thrusday,3:12 PM,126,AUTO,5,-73.993372,40.736177,-73.978277,40.75786,Ludhiana,Punjab,AfterNoon
3.6,7,1763,16,53,364.9,49.89,17.04,2.5,2264,5660,45,68,2019,9,12,Tuesday,10:36 PM,263,AUTO,6,-73.982204,40.73618,-73.985603,40.735148,agra,Uttar Pradesh,Night
5.7,8,1968,6,109,5538.4,88.16,51.73,3.3,7761,25611.3,230,42,2018,8,30,Wednesday,3:11 AM,263,AUTO,1,-73.844904,40.736318,-73.844904,40.736318,Madurai,Tamil Nadu,Late_Night
14.9,1,3526,39,58,717.5,278.09,86.09,2,4705,9410,132,112,2021,8,22,Tuesday,4:29 PM,225,AUTO,1,-74.001227,40.736362,-73.996073,40.726637,Jamshedpur,Jharkhand,Evening
8.23,9,2255,9,142,4853.52,170.28,66.88,0.8,7497,5997.6,45,262,2021,5,1,Monday,6:34 AM,86,MINI,1,-73.987122,40.73655,-73.902657,40.769043,Prayagraj,Uttar Pradesh,Morning
10.71,6,2706,17,64,8153.98,78.49,98.87,2,11118,22236,138,142,2023,2,7,Tuesday,5:59 PM,65,AUTO,1,-73.996601,40.736569,-73.982152,40.744322,Nasik,Maharashtra,Evening
4.39,1,1845,16,116,382.12,324.02,16.6,0.8,2700,2160,234,238,2018,6,27,Tuesday,10:44 AM,131,AUTO,6,-73.993127,40.736777,-74.010699,40.720116,Faridabad,Haryana,Morning
7.26,3,1886,37,90,53,165.82,34.14,3.3,2266,7477.8,87,262,2020,11,19,Sunday,2:20 AM,232,AUTO,5,-73.984663,40.736795,-73.987343,40.733222,Meerut,Uttar Pradesh,Late_Night
26.4,1,6519,36,123,53,32.67,11.51,2.5,6775,16937.5,238,132,2019,4,18,Tuesday,9:29 PM,235,AUTO,1,-74.003665,40.736906,-73.997843,40.724187,Jabalpur,Madhya Pradesh,Night
9.85,1,2296,13,118,574.82,71.48,9.71,1,3083,3083,138,229,2022,11,7,Tuesday,12:10 PM,158,AUTO,4,-74.005432,40.736957,-73.99864,40.744997,Kalyan,Maharashtra,AfterNoon
4.5,2,1804,41,106,373.1,128.37,43.54,3.3,2496,8236.8,238,164,2021,11,16,Thrusday,12:58 AM,260,SEDAN,5,-73.978438,40.737,-73.864842,40.770393,Vasai-Virar,Maharashtra,Late_Night
11.2,8,3198,45,78,53,54.25,5.74,0.8,3434,2747.2,132,95,2023,3,30,Thrusday,9:48 AM,133,AUTO,2,-73.986578,40.73702,-73.991315,40.748747,Najafgarh,Delhi,Morning
5.3,10,2501,36,71,6653.1,357.46,42.08,0.8,9661,7728.8,48,65,2021,4,25,Tuesday,7:30 AM,114,AUTO,1,-73.99292,40.737055,-74.001562,40.738412,Varanasi,Uttar Pradesh,Morning
10.55,8,3075,32,65,8253,265.89,45.63,0.8,11737,9389.6,90,14,2023,2,24,Friday,8:51 AM,271,AUTO,1,-73.879915,40.73708,-73.829062,40.713376,Srinagar,Jammu and Kashmir,Morning
8.84,1,2460,38,57,513.32,382.72,86.79,1,3538,3538,114,160,2020,6,24,Saturday,12:53 PM,34,AUTO,5,-73.997037,40.737095,-73.986128,40.735043,Aurangabad,Maharashtra,AfterNoon
2.7,3,2214,23,63,455.92,243.73,48.32,2.5,3048,7620,186,229,2018,3,29,Wednesday,9:19 PM,109,AUTO,1,-74.005207,40.737129,-73.975653,40.754583,Dhanbad,Jharkhand,Night
9.12,1,2337,21,107,739.64,159.29,71.79,2.5,3436,8590,138,107,2019,9,24,Sunday,11:10 PM,62,AUTO,1,-73.97882843,40.73712921,-73.98190308,40.73219299,Amritsar,Punjab,Night
13.4,9,4387,35,90,897.9,206.43,1.96,2,5618,11236,132,265,2019,5,23,Tuesday,4:20 PM,68,AUTO,1,-73.996335,40.737142,-73.980721,40.733559,Aligarh,Uttar Pradesh,Evening
9.53,5,2665,45,90,656.82,291.31,61.79,0.8,3810,3048,138,151,2019,12,19,Tuesday,5:31 AM,270,MINI,2,-73.988522,40.737147,-73.986408,40.776832,Guwahati,Assam,Morning
13.7,5,3157,13,104,643.7,41.59,79.2,2.5,4038,10095,87,138,2018,5,16,Tuesday,9:44 PM,99,MINI,1,-73.988558,40.7372,-73.958688,40.780748,Haora,West Bengal,Night
12.1,5,2829,8,146,733.9,73.35,51.37,3.3,3842,12678.6,161,138,2023,7,27,Thrusday,1:42 AM,265,AUTO,1,-73.9927,40.7372,-73.9683,40.7624,Ranchi,Jharkhand,Late_Night
17.38,6,4387,22,121,8953.52,177.36,56.53,3.3,13717,45266.1,50,210,2022,9,2,Saturday,12:49 AM,259,AUTO,1,-74.000548,40.737311,-73.993162,40.734975,Gwalior,Madhya Pradesh,Late_Night
11.7,9,2747,2,126,574,58.02,95.38,3.3,3602,11886.6,132,265,2020,1,16,Monday,2:31 AM,58,AUTO,1,-73.984087,40.737482,-73.967648,40.760303,Delhi,Delhi,Late_Night
2.6,4,1763,5,70,364.9,60.49,26.66,1,2290,2290,107,48,2020,10,3,Tuesday,3:20 PM,119,AUTO,1,-74.001821,40.737547,-73.99806,40.722788,Mumbai,Maharashtra,AfterNoon
15.1,4,4838,41,139,1558,79.75,62.14,3.3,6718,22169.4,148,1,2019,5,3,Wednesday,12:17 AM,179,AUTO,2,-74.002595,40.737675,-73.987135,40.729482,Kolkata,West Bengal,Late_Night
0.19,10,246,31,69,78.72,113.22,51.88,2.5,590,1475,239,238,2019,7,27,Thrusday,10:38 PM,197,AUTO,1,-73.98106,40.73769,-73.994177,40.728412,Bangalore,Karnataka,Night
11.8,8,3075,42,158,574,311.82,98.77,3.3,4260,14058,138,164,2022,3,8,Wednesday,4:30 AM,273,AUTO,5,-73.988006,40.737723,-73.965699,40.766095,Chennai,Tamil Nadu,Late_Night
0.2,3,246,28,101,53,214.37,5.44,3.3,648,2138.4,211,211,2022,2,17,Friday,12:48 AM,278,AUTO,1,-74.000259,40.737749,-74.008251,40.705332,Hyderabad,Telangana,Late_Night
10.67,9,2829,39,131,578.92,307.22,91.38,2,3977,7954,138,79,2022,3,4,Saturday,6:06 PM,16,AUTO,5,-73.98102,40.73776,-73.980668,40.730497,Pune,Maharashtra,Evening
